Name,Position,Projection,Team
Marquez Valdes-Scantling,WR,8.0,NO
Wan'Dale Robinson,WR,8.0,NYG
Adam Thielen,WR,7.9,CAR
Dontayvion Wicks,WR,7.9,GB
Nick Westbrook-Ikhine,WR,7.9,TEN
Devaughn Vele,WR,7.8,DEN
Alec Pierce,WR,7.7,IND
Rashod Bateman,WR,7.7,BAL
Adonai Mitchell,WR,7.0,IND
Joshua Palmer,WR,6.8,LAC
Michael Wilson,WR,6.8,ARI
Tyler Lockett,WR,6.5,SEA
David Moore,WR,6.5,CAR
Demarcus Robinson,WR,6.4,LAR
Kayshon Boutte,WR,6.3,NE
Jalen Tolbert,WR,6.3,DAL
Tre Tucker,WR,6.2,LV
Calvin Austin III,WR,6.2,PIT
Kendrick Bourne,WR,6.2,NE
Jalen McMillan,WR,5.8,TB
John Metchie III,WR,5.8,HOU
Ricky Pearsall,WR,5.7,SF
Marvin Mims Jr.,WR,5.5,DEN
Parker Washington,WR,5.3,JAC
Tyler Boyd,WR,5.1,TEN
Ray-Ray McCloud III,WR,4.9,ATL
Keon Coleman,WR,5.2,BUF
Darius Slayton,WR,4.8,NYG
Jalen Nailor,WR,4.8,MIN
Lil'Jordan Humphrey,WR,4.7,DEN
Tim Patrick,WR,4.4,DET
Sterling Shepard,WR,4.4,TB
JuJu Smith-Schuster,WR,4.2,KC
KaVontae Turpin,WR,4.1,DAL
Brandin Cooks,WR,4.1,DAL
Justin Watson,WR,3.8,KC
Troy Franklin,WR,3.8,DEN
Curtis Samuel,WR,3.7,BUF
Mike Williams,WR,3.6,PIT
Olamide Zaccheaus,WR,3.5,WAS
Mack Hollins,WR,3.4,BUF
DeVonta Smith,WR,3.5,PHI
Tutu Atwell,WR,3.3,LAR
Andrei Iosivas,WR,3.2,CIN
Jahan Dotson,WR,3.0,PHI
Van Jefferson,WR,3.2,PIT
Diontae Johnson,WR,3.2,BAL
DJ Turner,WR,3.1,LV
Odell Beckham Jr.,WR,3.0,MIA
Bo Melton,WR,2.8,GB
Malik Washington,WR,2.8,MIA
Ja'Lynn Polk,WR,2.7,NE
Nelson Agholor,WR,2.7,BAL
Jalen Reagor,WR,2.7,LAC
Dyami Brown,WR,2.7,WAS
Kevin Austin Jr.,WR,2.6,NO
Greg Dortch,WR,2.7,ARI
Cedrick Wilson Jr.,WR,2.5,NO
Luke McCaffrey,WR,2.5,WAS
Jermaine Burton,WR,2.5,CIN
Jamari Thrash,WR,2.5,CLE
Devin Duvernay,WR,2.5,JAC
Xavier Gipson,WR,2.4,NYJ
Malik Heath,WR,2.4,GB
Robert Woods,WR,2.4,HOU
Trey Palmer,WR,2.3,TB
Jalen Brooks,WR,2.2,DAL
Malachi Corley,WR,2.2,NYJ
Mecole Hardman Jr.,WR,2.1,KC
Tyler Johnson,WR,2.1,LAR
Tylan Wallace,WR,2.0,BAL
Josh Reynolds,WR,2.0,DEN
Deven Thompkins,WR,1.8,CAR
Rakim Jarrett,WR,1.8,TB
Derius Davis,WR,1.7,LAC
Zay Jones,WR,1.7,ARI
Jalin Hyatt,WR,1.7,NYG
Jake Bobo,WR,1.6,SEA
Jonathan Mingo,WR,1.6,DAL
Tim Jones,WR,1.6,JAC
Britain Covey,WR,1.6,PHI
Trent Sherfield Sr.,WR,1.5,MIN
Ainias Smith,WR,1.2,PHI
Jaelon Darden,WR,1.4,CLE
Anthony Gould,WR,0.8,IND
Javon Baker,WR,1.4,NE
Bryce Oliver,WR,1.4,TEN
Cedric Tillman,WR,1.6,CLE
Brandon Powell,WR,1.2,MIN
Allen Robinson II,WR,0.9,DET
KhaDarel Hodge,WR,1.0,ATL
Ryan Miller,WR,0.7,TB
Kadarius Toney,WR,0.6,CLE
Jordan Whittington,WR,0.6,LAR
DJ Chark Jr.,WR,0.6,LAC
Jha'Quan Jackson,WR,0.5,TEN
Ben Skowronek,WR,0.5,PIT
DeAndre Carter,WR,0.5,CHI
River Cracraft,WR,0.4,MIA
Laviska Shenault Jr.,WR,0.4,SEA
Chris Conley,WR,0.2,SF
Cody White,WR,0.2,SEA
Parris Campbell,WR,0.0,PHI
Irvin Charles,WR,0.1,NYJ
Zach Pascal,WR,0.0,ARI
Laquon Treadwell,WR,0.0,IND
Mason Tipton,WR,0.2,NO
Dan Chisena,WR,0.0,CAR
Kalif Raymond,WR,0.0,DET
Terrace Marshall Jr.,WR,0.0,LV
Jacob Cowing,WR,0.0,SF
Justin Shorter,WR,0.0,LV
Ronnie Bell,WR,0.0,FA
Jalen Virgil,WR,0.0,BUF
Xavier Smith,WR,0.0,LAR
Elijah Cooks,WR,0.0,JAC
Jermaine Jackson,WR,0.0,NO
Casey Washington,WR,0.0,ATL
Collin Johnson,WR,0.0,CHI
Maurice Alexander,WR,0.0,FA
Bryce Ford-Wheaton,WR,0.0,NYG
Ihmir Smith-Marsette,WR,0.0,NYG
Jalen Coker,WR,0.0,CAR
Brandon Johnson,WR,0.0,PIT
Marquez Callaway,WR,0.0,TB
Tom Kennedy,WR,0.0,DET
Mason Kinsey,WR,0.0,TEN
Montrell Washington,WR,0.0,KC
Equanimeous St. Brown,WR,0.0,NO
Justyn Ross,WR,0.0,KC
Austin Trammell,WR,0.0,JAC
Alex Bachman,WR,0.0,LV
Kendric Pryor,WR,0.0,CIN
James Proche II,WR,0.0,CLE
Tyrell Shavers,WR,0.0,BUF
Devontez Walker,WR,0.0,BAL
Brycen Tremayne,WR,0.0,WAS
Chris Blair,WR,0.0,ATL
John Ross,WR,0.0,PHI
Velus Jones Jr.,WR,0.0,JAC
Trishton Jackson,WR,0.0,MIN
Isaiah Hodgins,WR,0.0,NYG
Danny Gray,WR,0.0,PHI
Cody Thompson,WR,0.0,TB
Erik Ezukanma,WR,0.0,MIA
Tejhaun Palmer,WR,0.0,ARI
N'Keal Harry,WR,0.0,SEA
Stanley Morgan Jr.,WR,0.0,TEN
Miles Boykin,WR,0.0,SEA
Cornelius Johnson,WR,0.0,GB
Samori Toure,WR,0.0,CHI
Travis Kelce,TE,11.6,KC
Brock Bowers,TE,11.0,LV
Trey McBride,TE,10.9,ARI
Taysom Hill,TE,10.9,NO
George Kittle,TE,10.1,SF
T.J. Hockenson,TE,9.7,MIN
Evan Engram,TE,9.6,JAC
Jonnu Smith,TE,9.4,MIA
Cade Otton,TE,9.3,TB
David Njoku,TE,9.0,CLE
Dallas Goedert,TE,8.7,PHI
Hunter Henry,TE,8.0,NE
Sam LaPorta,TE,8.0,DET
Will Dissly,TE,8.0,LAC
Tucker Kraft,TE,7.9,GB
Kyle Pitts,TE,7.6,ATL
Zach Ertz,TE,7.3,WAS
Mark Andrews,TE,7.1,BAL
Cole Kmet,TE,6.7,CHI
Pat Freiermuth,TE,6.6,PIT
Dalton Schultz,TE,6.3,HOU
Noah Gray,TE,6.2,KC
Luke Schoonmaker,TE,6.0,DAL
Dawson Knox,TE,5.9,BUF
Mike Gesicki,TE,5.6,CIN
Isaiah Likely,TE,5.5,BAL
Juwan Johnson,TE,5.3,NO
Tyler Conklin,TE,5.1,NYJ
Theo Johnson,TE,4.9,NYG
Chig Okonkwo,TE,4.8,TEN
Austin Hooper,TE,4.6,NE
Noah Fant,TE,4.4,SEA
Darnell Washington,TE,4.4,PIT
Tommy Tremble,TE,3.8,CAR
Foster Moreau,TE,3.6,NO
AJ Barner,TE,3.4,SEA
Cade Stover,TE,3.2,HOU
Davis Allen,TE,3.1,LAR
Kylen Granson,TE,2.9,IND
Jordan Akins,TE,2.7,CLE
Brenton Strange,TE,2.6,JAC
Michael Mayer,TE,2.5,LV
Colby Parkinson,TE,2.5,LAR
Adam Trautman,TE,2.4,DEN
Brevyn Spann-Ford,TE,2.3,DAL
Tanner Hudson,TE,2.3,CIN
Elijah Higgins,TE,2.2,ARI
Lucas Krull,TE,2.1,DEN
Jeremy Ruckert,TE,2.0,NYJ
Josh Whyle,TE,1.9,TEN
Johnny Mundt,TE,1.9,MIN
Brock Wright,TE,1.9,DET
Drew Sample,TE,1.9,CIN
Grant Calcaterra,TE,1.9,PHI
Mo Alie-Cox,TE,1.7,IND
Julian Hill,TE,1.7,MIA
Tucker Fisk,TE,1.6,LAC
Nick Vannett,TE,1.6,TEN
Drew Ogletree,TE,1.3,IND
Luke Farrell,TE,1.2,JAC
Nate Adkins,TE,1.2,DEN
John Bates,TE,1.0,WAS
Pharaoh Brown,TE,1.0,SEA
Durham Smythe,TE,1.0,MIA
MyCole Pruitt,TE,0.9,PIT
Quintin Morris,TE,0.9,BUF
Hunter Long,TE,0.8,LAR
Eric Saubert,TE,0.8,SF
Stone Smartt,TE,0.7,LAC
Ben Sinnott,TE,0.7,WAS
Daniel Bellinger,TE,0.6,NYG
Ben Sims,TE,0.6,GB
Kenny Yeboah,TE,0.5,NYJ
Payne Durham,TE,0.5,TB
Ross Dwelley,TE,0.4,ATL
Tip Reiman,TE,0.4,ARI
John FitzPatrick,TE,0.4,GB
Blake Whiteheart,TE,0.3,CLE
Jordan Matthews,TE,0.3,CAR
Charlie Woerner,TE,0.2,ATL
Connor Heyward,TE,0.1,PIT
Chris Manhertz,TE,0.1,NYG
Jordan Franks,TE,0.1,FA
Jaheim Bell,TE,0.0,NE
Dallin Holker,TE,0.0,NO
Ko Kieft,TE,0.0,TB
Shane Zylstra,TE,0.0,DET
Gerald Everett,TE,0.0,CHI
Zach Davidson,TE,0.0,BUF
Cam Grandy,TE,0.0,CIN
Marcedes Lewis,TE,0.0,CHI
C.J. Uzomah,TE,0.0,PHI
Princeton Fant,TE,0.0,DAL
Charlie Kolar,TE,0.0,BAL
Anthony Firkser,TE,0.0,KC
Peyton Hendershot,TE,0.0,KC
Jake Tonges,TE,0.0,SF
Stephen Sullivan,TE,0.0,CAR
Nick Muse,TE,0.0,MIN
Irv Smith Jr.,TE,0.0,HOU
Geoff Swaim,TE,0.0,CLE
Zaire Mitchell-Paden,TE,0.0,BAL
Jack Westover,TE,0.0,NE
Will Mallory,TE,0.0,IND
Ja'Tavion Sanders,TE,0.0,CAR
Robert Tonyan,TE,0.0,FA
Tanner Conner,TE,0.0,MIA
Jared Wiley,TE,0.0,KC
Tyler Mabry,TE,0.0,SEA
Andrew Beck,TE,0.0,HOU
Josiah Deguara,TE,0.0,JAC
Teagan Quitoriano,TE,0.0,HOU
Devin Culp,TE,0.0,TB
Parker Hesse,TE,0.0,FA
Daniel Hardy,TE,0.0,FA
John Samuel Shenker,TE,0.0,LV
Brenden Bates,TE,0.0,NYJ
Brayden Willis,TE,0.0,SF
Thomas Odukoya,TE,0.0,TEN
Mitchell Wilcox,TE,0.0,NE
Luke Musgrave,TE,0.0,GB
James Mitchell,TE,0.0,DET
Tommy Sweeney,TE,0.0,CHI
Kansas City Chiefs,DF,9.0,KC
Denver Broncos,DF,7.7,DEN
Houston Texans,DF,7.5,HOU
Detroit Lions,DF,7.5,DET
Dallas Cowboys,DF,7.5,DAL
Washington Commanders,DF,7.1,WAS
Tampa Bay Buccaneers,DF,7.0,TB
Minnesota Vikings,DF,6.8,MIN
Buffalo Bills,DF,6.7,BUF
Seattle Seahawks,DF,6.7,SEA
Indianapolis Colts,DF,6.2,IND
Los Angeles Chargers,DF,6.1,LAC
Pittsburgh Steelers,DF,6.1,PIT
New York Giants,DF,6.1,NYG
Arizona Cardinals,DF,6.0,ARI
Green Bay Packers,DF,5.9,GB
New York Jets,DF,5.8,NYJ
New England Patriots,DF,5.7,NE
Los Angeles Rams,DF,5.6,LAR
Cleveland Browns,DF,5.6,CLE
Miami Dolphins,DF,5.6,MIA
Cincinnati Bengals,DF,5.5,CIN
Tennessee Titans,DF,5.5,TEN
Philadelphia Eagles,DF,5.4,PHI
Baltimore Ravens,DF,5.4,BAL
Jacksonville Jaguars,DF,5.4,JAC
New Orleans Saints,DF,5.3,NO
San Francisco 49ers,DF,5.3,SF
Atlanta Falcons,DF,5.1,ATL
Chicago Bears,DF,5.0,CHI
Carolina Panthers,DF,4.9,CAR
Las Vegas Raiders,DF,4.8,LV
