Name,Position,Projection,Team
Jerry Jeudy,WR,8.8,CLE
DJ Moore,WR,8.8,CHI
Quentin Johnston,WR,8.6,LAC
Amari Cooper,WR,8.5,BUF
Romeo Doubs,WR,8.3,GB
Ricky Pearsall,WR,8.1,SF
Noah Brown,WR,8.0,WAS
Rome Odunze,WR,7.9,CHI
Keenan Allen,WR,7.8,CHI
Jordan Addison,WR,7.8,MIN
DeMario Douglas,WR,7.7,NE
Tyler Lockett,WR,7.7,SEA
Rashod Bateman,WR,7.6,BAL
Elijah Moore,WR,7.5,CLE
Xavier Worthy,WR,7.5,KC
Christian Watson,WR,7.2,GB
Kayshon Boutte,WR,7.0,NE
Michael Pittman Jr.,WR,6.8,IND
Marquez Valdes-Scantling,WR,6.5,NO
Joshua Palmer,WR,6.4,LAC
Demarcus Robinson,WR,6.3,LAR
Devaughn Vele,WR,6.2,DEN
Mike Williams,WR,5.7,PIT
Ray-Ray McCloud III,WR,5.5,ATL
Alec Pierce,WR,5.5,IND
Gabe Davis,WR,5.3,JAC
Nick Westbrook-Ikhine,WR,5.0,TEN
Dontayvion Wicks,WR,5.0,GB
Mack Hollins,WR,5.0,BUF
Jalen Tolbert,WR,4.9,DAL
Diontae Johnson,WR,4.9,BAL
Calvin Austin III,WR,4.7,PIT
Curtis Samuel,WR,4.7,BUF
Adonai Mitchell,WR,4.6,IND
Andrei Iosivas,WR,4.3,CIN
John Metchie III,WR,4.1,HOU
Parker Washington,WR,4.1,JAC
Troy Franklin,WR,4.1,DEN
Mason Tipton,WR,4.0,NO
Jalen Nailor,WR,3.9,MIN
Kalif Raymond,WR,3.9,DET
Lil'Jordan Humphrey,WR,3.8,DEN
Tre Tucker,WR,3.7,LV
Tyler Boyd,WR,3.6,TEN
Ja'Lynn Polk,WR,3.5,NE
Tim Patrick,WR,3.4,DET
Olamide Zaccheaus,WR,3.3,WAS
Marvin Mims Jr.,WR,3.1,DEN
Justin Watson,WR,3.1,KC
Van Jefferson,WR,3.0,PIT
Jermaine Burton,WR,2.9,CIN
Luke McCaffrey,WR,2.8,WAS
Nelson Agholor,WR,2.8,BAL
Odell Beckham Jr.,WR,2.8,MIA
Malik Washington,WR,2.8,MIA
Tutu Atwell,WR,2.7,LAR
JuJu Smith-Schuster,WR,2.6,KC
Jalen Brooks,WR,2.5,DAL
Jahan Dotson,WR,2.5,PHI
Dyami Brown,WR,2.4,WAS
Xavier Hutchinson,WR,2.4,HOU
Mecole Hardman Jr.,WR,2.3,KC
KaVontae Turpin,WR,2.3,DAL
Xavier Gipson,WR,2.3,NYJ
Robert Woods,WR,2.1,HOU
Tyler Johnson,WR,2.1,LAR
DJ Turner,WR,1.9,LV
Kevin Austin Jr.,WR,1.7,NO
Kendrick Bourne,WR,1.7,NE
Malachi Corley,WR,1.7,NYJ
K.J. Osborn,WR,1.6,NE
Jalen Reagor,WR,1.5,LAC
Ashton Dulin,WR,1.5,IND
Cedrick Wilson Jr.,WR,1.5,NO
Bo Melton,WR,1.5,GB
Jake Bobo,WR,1.4,SEA
Trenton Irwin,WR,1.4,CIN
Tylan Wallace,WR,1.2,BAL
KhaDarel Hodge,WR,1.2,ATL
Johnny Wilson,WR,1.1,PHI
Trent Sherfield Sr.,WR,1.1,MIN
Ramel Keyton,WR,1.1,LV
Jonathan Mingo,WR,1.1,DAL
DJ Chark Jr.,WR,1.0,LAC
Jha'Quan Jackson,WR,1.0,TEN
Brandon Powell,WR,1.0,MIN
Jordan Whittington,WR,0.9,LAR
Laviska Shenault Jr.,WR,0.9,SEA
Ronnie Bell,WR,0.8,SF
Tim Jones,WR,0.8,JAC
Ainias Smith,WR,0.6,PHI
Derius Davis,WR,0.6,LAC
DeAndre Carter,WR,0.5,CHI
Allen Robinson II,WR,0.5,DET
Javon Baker,WR,0.4,NE
Bryce Oliver,WR,0.4,TEN
Devin Duvernay,WR,0.4,JAC
Kadarius Toney,WR,0.4,CLE
Ryan Flournoy,WR,0.4,DAL
Chris Conley,WR,0.4,SF
Jalen Virgil,WR,0.2,BUF
Austin Trammell,WR,0.1,JAC
Jermaine Jackson,WR,0.1,FA
Jaelon Darden,WR,0.1,CLE
Irvin Charles,WR,0.1,NYJ
Cody White,WR,0.1,SEA
Jamari Thrash,WR,0.1,CLE
Ben Skowronek,WR,0.1,PIT
Jacob Cowing,WR,0.1,SF
River Cracraft,WR,0.0,MIA
Terrace Marshall Jr.,WR,0.0,LV
Justyn Ross,WR,0.0,KC
Justin Shorter,WR,0.0,LV
Malik Heath,WR,0.0,GB
Tyler Scott,WR,0.0,CHI
Velus Jones Jr.,WR,0.0,JAC
Tyrell Shavers,WR,0.0,BUF
Equanimeous St. Brown,WR,0.0,NO
Dareke Young,WR,0.0,SEA
Casey Washington,WR,0.0,ATL
Alex Bachman,WR,0.0,FA
Xavier Smith,WR,0.0,LAR
Steven Sims Jr.,WR,0.0,HOU
Tyquan Thornton,WR,0.0,FA
Montrell Washington,WR,0.0,KC
Scotty Miller,WR,0.0,PIT
Brandon Johnson,WR,0.0,PIT
Devontez Walker,WR,0.0,BAL
Elijah Cooks,WR,0.0,JAC
Mason Kinsey,WR,0.0,TEN
Parris Campbell,WR,0.0,PHI
Kristian Wilkerson,WR,0.0,LV
Anthony Gould,WR,0.0,IND
Isaiah Williams,WR,0.0,FA
Kendric Pryor,WR,0.0,CIN
Dee Eskridge,WR,0.0,MIA
James Proche II,WR,0.0,CLE
Brycen Tremayne,WR,0.0,WAS
Tom Kennedy,WR,0.0,DET
Erik Ezukanma,WR,0.0,MIA
Chris Blair,WR,0.0,ATL
John Ross,WR,0.0,PHI
Trishton Jackson,WR,0.0,MIN
Danny Gray,WR,0.0,PHI
Cornelius Johnson,WR,0.0,GB
N'Keal Harry,WR,0.0,SEA
Samori Toure,WR,0.0,CHI
Miles Boykin,WR,0.0,SEA
Laquon Treadwell,WR,0.0,IND
Travis Kelce,TE,12.4,KC
Brock Bowers,TE,11.5,LV
David Njoku,TE,10.5,CLE
Evan Engram,TE,9.5,JAC
T.J. Hockenson,TE,9.2,MIN
Taysom Hill,TE,8.8,NO
Mark Andrews,TE,8.6,BAL
Kyle Pitts,TE,8.4,ATL
Tucker Kraft,TE,7.8,GB
Hunter Henry,TE,7.7,NE
Dallas Goedert,TE,7.4,PHI
Will Dissly,TE,7.4,LAC
Jonnu Smith,TE,7.1,MIA
Dawson Knox,TE,7.1,BUF
Jake Ferguson,TE,7.1,DAL
Mike Gesicki,TE,7.0,CIN
Pat Freiermuth,TE,6.5,PIT
Zach Ertz,TE,6.4,WAS
Dalton Schultz,TE,6.3,HOU
Cole Kmet,TE,6.1,CHI
Juwan Johnson,TE,5.7,NO
Tyler Conklin,TE,5.6,NYJ
Chig Okonkwo,TE,5.5,TEN
AJ Barner,TE,5.0,SEA
Foster Moreau,TE,4.9,NO
Davis Allen,TE,4.9,LAR
Noah Gray,TE,3.9,KC
Brock Wright,TE,3.9,DET
Austin Hooper,TE,3.8,NE
Isaiah Likely,TE,3.3,BAL
Josh Oliver,TE,3.3,MIN
Tanner Hudson,TE,3.1,CIN
Adam Trautman,TE,3.0,DEN
Lucas Krull,TE,2.8,DEN
Colby Parkinson,TE,2.8,LAR
Darnell Washington,TE,2.7,PIT
George Kittle,TE,2.7,SF
Michael Mayer,TE,2.7,LV
Eric Saubert,TE,2.2,SF
Jordan Akins,TE,2.1,CLE
Josh Whyle,TE,2.0,TEN
Brenton Strange,TE,1.9,JAC
Cade Stover,TE,1.9,HOU
Drew Sample,TE,1.8,CIN
Shane Zylstra,TE,1.7,DET
Grant Calcaterra,TE,1.5,PHI
Hayden Hurst,TE,1.4,LAC
Jeremy Ruckert,TE,1.4,NYJ
Kylen Granson,TE,1.4,IND
Charlie Kolar,TE,1.4,BAL
Quintin Morris,TE,1.4,BUF
Mo Alie-Cox,TE,1.4,IND
Julian Hill,TE,1.2,MIA
Luke Farrell,TE,1.2,JAC
Will Mallory,TE,1.1,IND
Gerald Everett,TE,1.1,CHI
Durham Smythe,TE,1.0,MIA
Drew Ogletree,TE,1.0,IND
Nate Adkins,TE,1.0,DEN
Nick Vannett,TE,0.9,TEN
Ben Sims,TE,0.9,GB
Pharaoh Brown,TE,0.8,SEA
Luke Schoonmaker,TE,0.8,DAL
Hunter Long,TE,0.8,LAR
Connor Heyward,TE,0.8,PIT
Geoff Swaim,TE,0.8,CLE
Peyton Hendershot,TE,0.8,KC
Brevyn Spann-Ford,TE,0.7,DAL
Ben Sinnott,TE,0.7,WAS
Johnny Mundt,TE,0.5,MIN
Jake Tonges,TE,0.5,SF
John Bates,TE,0.5,WAS
Ross Dwelley,TE,0.4,ATL
Kenny Yeboah,TE,0.4,NYJ
Tucker Fisk,TE,0.4,LAC
Marcedes Lewis,TE,0.2,CHI
Teagan Quitoriano,TE,0.2,HOU
Jaheim Bell,TE,0.1,NE
Stone Smartt,TE,0.1,LAC
Dallin Holker,TE,0.0,NO
James Mitchell,TE,0.0,DET
Cam Grandy,TE,0.0,CIN
MyCole Pruitt,TE,0.0,PIT
John FitzPatrick,TE,0.0,GB
Tyler Mabry,TE,0.0,SEA
Zach Davidson,TE,0.0,BUF
Jack Stoll,TE,0.0,MIA
Brayden Willis,TE,0.0,SF
Josiah Deguara,TE,0.0,JAC
C.J. Uzomah,TE,0.0,PHI
John Samuel Shenker,TE,0.0,LV
Brady Russell,TE,0.0,SEA
Eric Tomlinson,TE,0.0,LAC
Robert Tonyan,TE,0.0,MIN
Blake Whiteheart,TE,0.0,CLE
Brenden Bates,TE,0.0,NYJ
Greg Dulcich,TE,0.0,DEN
Sean McKeon,TE,0.0,IND
Thomas Odukoya,TE,0.0,TEN
Mitchell Wilcox,TE,0.0,NE
Tommy Sweeney,TE,0.0,CHI
Minnesota Vikings,DF,8.5,MIN
Detroit Lions,DF,8.1,DET
Houston Texans,DF,7.6,HOU
Green Bay Packers,DF,7.5,GB
Miami Dolphins,DF,7.4,MIA
Los Angeles Rams,DF,7.2,LAR
San Francisco 49ers,DF,6.9,SF
New York Jets,DF,6.8,NYJ
Denver Broncos,DF,6.7,DEN
New Orleans Saints,DF,6.7,NO
Los Angeles Chargers,DF,6.3,LAC
Philadelphia Eagles,DF,6.1,PHI
Cleveland Browns,DF,6.0,CLE
Buffalo Bills,DF,6.0,BUF
Chicago Bears,DF,5.9,CHI
Tennessee Titans,DF,5.9,TEN
Kansas City Chiefs,DF,5.8,KC
Indianapolis Colts,DF,5.5,IND
Baltimore Ravens,DF,5.4,BAL
Atlanta Falcons,DF,5.4,ATL
Pittsburgh Steelers,DF,5.3,PIT
New England Patriots,DF,5.3,NE
Dallas Cowboys,DF,5.2,DAL
Washington Commanders,DF,5.1,WAS
Cincinnati Bengals,DF,4.9,CIN
Seattle Seahawks,DF,5.1,SEA
Las Vegas Raiders,DF,4.9,LV
Jacksonville Jaguars,DF,4.8,JAC
