Name,Position,Projection,Team
Kendre Miller,RB,3.9,NO
Patrick Taylor Jr.,RB,3.4,SF
Travis Homer,RB,3.4,CHI
Emanuel Wilson,RB,3.2,GB
Emari Demercado,RB,3.3,ARI
Ty Johnson,RB,3.2,BUF
Samaje Perine,RB,3.1,KC
Cordarrelle Patterson,RB,2.8,PIT
Sean Tucker,RB,2.9,TB
Ezekiel Elliott,RB,2.9,DAL
Khalil Herbert,RB,2.6,CIN
Kyle Juszczyk,RB,2.6,SF
Jamaal Williams,RB,2.6,NO
Hassan Haskins,RB,2.4,LAC
Will Shipley,RB,2.0,PHI
Kenny McIntosh,RB,1.6,SEA
Eric Gray,RB,1.9,NYG
Hunter Luepke,RB,1.5,DAL
Alec Ingold,RB,1.3,MIA
Ty Chandler,RB,1.1,MIN
Pierre Strong Jr.,RB,0.9,CLE
Israel Abanikanda,RB,0.9,SF
Carson Steele,RB,0.7,KC
C.J. Ham,RB,0.4,MIN
Julius Chestnut,RB,0.5,TEN
Craig Reynolds,RB,0.4,DET
Raheem Blackshear,RB,0.3,CAR
Dylan Laube,RB,0.4,LV
Kene Nwangwu,RB,0.3,NYJ
Keilan Robinson,RB,0.3,JAC
Adam Prentice,RB,0.3,NO
Jeff Wilson Jr.,RB,0.2,MIA
Darrynton Evans,RB,0.2,CHI
Sione Vaki,RB,0.2,DET
Ronnie Rivers,RB,0.1,LAR
George Holani,RB,0.0,SEA
Reggie Gilliam,RB,0.0,BUF
DeeJay Dallas,RB,0.0,ARI
Jaret Patterson,RB,0.0,LAC
Roschon Johnson,RB,0.0,CHI
Trayveon Williams,RB,0.0,CIN
Ke'Shawn Vaughn,RB,0.0,SF
Avery Williams,RB,0.0,ATL
Deuce Vaughn,RB,0.0,DAL
Ja'Marr Chase,WR,19.6,CIN
Justin Jefferson,WR,18.2,MIN
Amon-Ra St. Brown,WR,18.1,DET
Puka Nacua,WR,17.8,LAR
A.J. Brown,WR,17.2,PHI
Mike Evans,WR,16.2,TB
Tee Higgins,WR,16.2,CIN
Cooper Kupp,WR,16.1,LAR
Drake London,WR,15.8,ATL
Jaxon Smith-Njigba,WR,15.2,SEA
CeeDee Lamb,WR,15.7,DAL
Jakobi Meyers,WR,14.9,LV
Davante Adams,WR,14.8,NYJ
Tyreek Hill,WR,14.8,MIA
Calvin Ridley,WR,14.8,TEN
Malik Nabers,WR,14.6,NYG
Ladd McConkey,WR,14.4,LAC
DK Metcalf,WR,14.3,SEA
Jerry Jeudy,WR,13.5,CLE
Jayden Reed,WR,13.5,GB
Garrett Wilson,WR,13.4,NYJ
Brian Thomas Jr.,WR,13.3,JAC
Marvin Harrison Jr.,WR,13.3,ARI
Jauan Jennings,WR,13.1,SF
DJ Moore,WR,12.8,CHI
Khalil Shakir,WR,12.4,BUF
Keenan Allen,WR,12.4,CHI
Jameson Williams,WR,12.2,DET
Darnell Mooney,WR,12.2,ATL
Deebo Samuel Sr.,WR,11.9,SF
DeVonta Smith,WR,11.8,PHI
Jordan Addison,WR,11.8,MIN
DeAndre Hopkins,WR,11.6,KC
Jaylen Waddle,WR,11.5,MIA
Christian Watson,WR,11.2,GB
Elijah Moore,WR,11.0,CLE
Adam Thielen,WR,10.8,CAR
Amari Cooper,WR,10.5,BUF
Nick Westbrook-Ikhine,WR,10.5,TEN
Rome Odunze,WR,10.2,CHI
Xavier Legette,WR,10.2,CAR
Xavier Worthy,WR,10.2,KC
Marquez Valdes-Scantling,WR,9.9,NO
Wan'Dale Robinson,WR,9.7,NYG
Dontayvion Wicks,WR,9.4,GB
Quentin Johnston,WR,9.0,LAC
Parker Washington,WR,9.0,JAC
Tre Tucker,WR,8.7,LV
Michael Wilson,WR,8.7,ARI
Ray-Ray McCloud III,WR,8.7,ATL
Joshua Palmer,WR,8.4,LAC
Tyler Lockett,WR,8.1,SEA
David Moore,WR,8.0,CAR
Calvin Austin III,WR,7.7,PIT
Demarcus Robinson,WR,7.9,LAR
Brandin Cooks,WR,7.9,DAL
Sterling Shepard,WR,7.7,TB
Darius Slayton,WR,7.5,NYG
Jalen McMillan,WR,7.5,TB
Jalen Tolbert,WR,7.4,DAL
Tyler Boyd,WR,7.2,TEN
Tim Patrick,WR,6.7,DET
Keon Coleman,WR,6.7,BUF
Ricky Pearsall,WR,6.6,SF
Van Jefferson,WR,5.2,PIT
Jalen Nailor,WR,6.3,MIN
Andrei Iosivas,WR,6.0,CIN
Kevin Austin Jr.,WR,5.3,NO
KaVontae Turpin,WR,4.9,DAL
Malik Washington,WR,4.4,MIA
JuJu Smith-Schuster,WR,4.8,KC
Mack Hollins,WR,4.3,BUF
Tutu Atwell,WR,4.1,LAR
Allen Lazard,WR,4.1,NYJ
Cedrick Wilson Jr.,WR,4.0,NO
Justin Watson,WR,3.9,KC
Curtis Samuel,WR,3.8,BUF
Devin Duvernay,WR,3.8,JAC
Mike Williams,WR,3.4,PIT
Odell Beckham Jr.,WR,3.5,MIA
Jahan Dotson,WR,3.4,PHI
Bo Melton,WR,3.3,GB
Greg Dortch,WR,3.2,ARI
Michael Woods II,WR,3.1,CLE
Jalen Reagor,WR,2.9,LAC
Jalin Hyatt,WR,2.8,NYG
Jermaine Burton,WR,2.6,CIN
Zay Jones,WR,2.6,ARI
Derius Davis,WR,2.2,LAC
Terrace Marshall Jr.,WR,2.2,LV
Jonathan Mingo,WR,2.1,DAL
Jalen Brooks,WR,2.0,DAL
Tyler Johnson,WR,2.0,LAR
Trey Palmer,WR,1.9,TB
Ben Skowronek,WR,1.9,PIT
Rakim Jarrett,WR,1.6,TB
Jake Bobo,WR,1.6,SEA
Malik Heath,WR,1.5,GB
Xavier Gipson,WR,1.5,NYJ
DJ Chark Jr.,WR,1.2,LAC
Brandon Powell,WR,1.1,MIN
Trent Sherfield Sr.,WR,1.1,MIN
Johnny Wilson,WR,1.0,PHI
Jordan Whittington,WR,1.0,LAR
Kadarius Toney,WR,0.9,CLE
Deven Thompkins,WR,0.9,CAR
KhaDarel Hodge,WR,0.9,ATL
Ramel Keyton,WR,0.9,LV
DeAndre Carter,WR,0.9,CHI
Allen Robinson II,WR,0.9,DET
Tim Jones,WR,0.7,JAC
Ryan Miller,WR,0.6,TB
Kristian Wilkerson,WR,0.5,LV
Jalen Coker,WR,0.8,CAR
Nikko Remigio,WR,0.5,KC
Cody White,WR,0.4,SEA
Chris Conley,WR,0.5,SF
Ainias Smith,WR,0.4,PHI
Bryce Oliver,WR,0.3,TEN
Isaiah Williams,WR,0.3,CIN
Scotty Miller,WR,0.0,PIT
Collin Johnson,WR,0.2,CHI
Zach Pascal,WR,0.2,ARI
Dan Chisena,WR,0.1,CAR
Joshua Cephus,WR,0.1,JAC
Kendric Pryor,WR,0.1,CIN
Jacob Cowing,WR,0.0,SF
Charlie Jones,WR,0.0,CIN
James Proche II,WR,0.0,CLE
Laviska Shenault Jr.,WR,0.0,LAC
Elijah Cooks,WR,0.0,JAC
Maurice Alexander,WR,0.0,DET
Bryce Ford-Wheaton,WR,0.0,NYG
Ihmir Smith-Marsette,WR,0.0,NYG
Jaelon Darden,WR,0.0,SEA
Mason Kinsey,WR,0.0,TEN
Xavier Smith,WR,0.0,LAR
Brock Bowers,TE,16.7,LV
Trey McBride,TE,14.6,ARI
Travis Kelce,TE,14.4,KC
George Kittle,TE,13.6,SF
Jonnu Smith,TE,12.4,MIA
David Njoku,TE,12.4,CLE
T.J. Hockenson,TE,11.6,MIN
Cade Otton,TE,11.4,TB
Evan Engram,TE,10.5,JAC
Sam LaPorta,TE,10.1,DET
Tucker Kraft,TE,10.1,GB
Will Dissly,TE,9.7,LAC
Jake Ferguson,TE,8.1,DAL
Pat Freiermuth,TE,9.7,PIT
Juwan Johnson,TE,8.0,NO
Kyle Pitts,TE,8.0,ATL
Cole Kmet,TE,7.9,CHI
Grant Calcaterra,TE,6.5,PHI
Mike Gesicki,TE,7.7,CIN
Noah Gray,TE,6.6,KC
Chig Okonkwo,TE,6.3,TEN
Noah Fant,TE,6.1,SEA
Dawson Knox,TE,6.0,BUF
Tyler Conklin,TE,6.0,NYJ
Foster Moreau,TE,5.4,NO
Ja'Tavion Sanders,TE,5.4,CAR
Tommy Tremble,TE,5.2,CAR
Darnell Washington,TE,4.5,PIT
Daniel Bellinger,TE,4.5,NYG
Luke Schoonmaker,TE,4.1,DAL
Colby Parkinson,TE,4.0,LAR
AJ Barner,TE,3.7,SEA
Jordan Akins,TE,3.7,CLE
Josh Oliver,TE,3.7,MIN
Michael Mayer,TE,3.6,LV
Tanner Hudson,TE,3.6,CIN
Elijah Higgins,TE,3.2,ARI
Dalton Kincaid,TE,3.3,BUF
Brenton Strange,TE,3.1,JAC
Josh Whyle,TE,2.5,TEN
Davis Allen,TE,2.3,LAR
Drew Sample,TE,2.3,CIN
Jeremy Ruckert,TE,2.3,NYJ
Brock Wright,TE,2.3,DET
Tucker Fisk,TE,2.2,LAC
Johnny Mundt,TE,2.1,MIN
Julian Hill,TE,2.2,MIA
Chris Manhertz,TE,2.0,NYG
MyCole Pruitt,TE,2.1,PIT
Nick Vannett,TE,2.0,TEN
Hunter Long,TE,1.9,LAR
C.J. Uzomah,TE,1.8,PHI
Durham Smythe,TE,1.7,MIA
Luke Farrell,TE,1.4,JAC
Stone Smartt,TE,1.4,LAC
Charlie Woerner,TE,1.3,ATL
Brevyn Spann-Ford,TE,1.2,DAL
Pharaoh Brown,TE,1.1,SEA
Ben Sims,TE,1.0,GB
Greg Dulcich,TE,0.7,NYG
Blake Whiteheart,TE,0.9,CLE
Eric Saubert,TE,0.9,SF
Quintin Morris,TE,0.3,BUF
Payne Durham,TE,0.9,TB
Tip Reiman,TE,0.8,ARI
Dallin Holker,TE,0.3,NO
Cam Grandy,TE,0.3,CIN
Kenny Yeboah,TE,0.2,NYJ
Harrison Bryant,TE,0.0,LV
Gerald Everett,TE,0.0,CHI
Shane Zylstra,TE,0.0,DET
Connor Heyward,TE,0.0,PIT
John FitzPatrick,TE,0.0,GB
Marcedes Lewis,TE,0.0,CHI
Josiah Deguara,TE,0.0,JAC
Anthony Firkser,TE,0.0,KC
Baylor Cupp,TE,0.0,KC
Jake Tonges,TE,0.0,SF
E.J. Jenkins,TE,0.0,PHI
Zach Davidson,TE,0.0,BUF
Brayden Willis,TE,0.0,SF
Ross Dwelley,TE,0.0,ATL
Jordan Franks,TE,0.0,FA
Ko Kieft,TE,0.0,TB
Brady Russell,TE,0.0,SEA
Pittsburgh Steelers,DF,8.1,PIT
Philadelphia Eagles,DF,7.7,PHI
Minnesota Vikings,DF,7.5,MIN
New Orleans Saints,DF,7.2,NO
Tampa Bay Buccaneers,DF,7.1,TB
Tennessee Titans,DF,7.0,TEN
San Francisco 49ers,DF,7.0,SF
Buffalo Bills,DF,6.9,BUF
Miami Dolphins,DF,6.4,MIA
Arizona Cardinals,DF,6.7,ARI
Kansas City Chiefs,DF,6.2,KC
Jacksonville Jaguars,DF,6.1,JAC
Detroit Lions,DF,6.1,DET
Los Angeles Chargers,DF,5.9,LAC
Seattle Seahawks,DF,5.9,SEA
Cincinnati Bengals,DF,5.7,CIN
New York Jets,DF,5.7,NYJ
Cleveland Browns,DF,5.6,CLE
New York Giants,DF,5.6,NYG
Chicago Bears,DF,5.5,CHI
Dallas Cowboys,DF,5.3,DAL
Green Bay Packers,DF,5.3,GB
Atlanta Falcons,DF,5.3,ATL
Las Vegas Raiders,DF,5.0,LV
Los Angeles Rams,DF,4.7,LAR
Carolina Panthers,DF,4.7,CAR
