Name,Position,Salary,Team,Kickoff
Velus Jones Jr.,WR,3000.00,JAC,Sun 1:00PM
Samori Toure,WR,3000.00,CHI,Sun 4:25PM
Devin Duvernay,WR,3000.00,JAC,Sun 1:00PM
Kelvin Harmon,WR,3000.00,DAL,Mon 8:15PM
Ben Skowronek,WR,3000.00,PIT,Sun 1:00PM
Marquez Callaway,WR,3000.00,TB,Sun 1:00PM
Brandon Johnson,WR,3000.00,PIT,Sun 1:00PM
Mecole Hardman Jr.,WR,3000.00,KC,Sun 8:20PM
Rashid Shaheed,WR,3000.00,NO,Sun 1:00PM
DJ Turner,WR,3600.00,LV,Sun 1:00PM
Dez Fitzpatrick,WR,3000.00,LAC,Sun 8:20PM
Quintez Cephus,WR,3000.00,LAR,Sun 4:25PM
Kendric Pryor,WR,3000.00,CIN,Mon 8:15PM
Dee Eskridge,WR,3000.00,MIA,Sun 1:00PM
Trishton Jackson,WR,3000.00,MIN,Sun 1:00PM
A.J. Brown,WR,8100.00,PHI,Sun 1:00PM
DK Metcalf,WR,6200.00,SEA,Sun 4:05PM
Quez Watkins,WR,3000.00,PIT,Sun 1:00PM
Jerry Jeudy,WR,5700.00,CLE,Sun 1:00PM
Tyrell Shavers,WR,3000.00,BUF,Sun 4:25PM
Kadarius Toney,WR,3000.00,CLE,Sun 1:00PM
Isaiah Hodgins,WR,3000.00,NYG,Sun 1:00PM
Easop Winston Jr.,WR,3000.00,NYJ,Sun 1:00PM
Jalen Reagor,WR,3000.00,LAC,Sun 8:20PM
Marquise Brown,WR,3000.00,KC,Sun 8:20PM
KJ Hamler,WR,3000.00,BUF,Sun 4:25PM
Gabe Davis,WR,3000.00,JAC,Sun 1:00PM
Elijah Cooks,WR,3000.00,JAC,Sun 1:00PM
Tee Higgins,WR,6500.00,CIN,Mon 8:15PM
Cade Otton,TE,4400.00,TB,Sun 1:00PM
Nick Muse,TE,2500.00,MIN,Sun 1:00PM
E.J. Jenkins,TE,2500.00,PHI,Sun 1:00PM
John Samuel Shenker,TE,2500.00,LV,Sun 1:00PM
Stone Smartt,TE,2500.00,LAC,Sun 8:20PM
Noah Gray,TE,3400.00,KC,Sun 8:20PM
Connor Heyward,TE,2500.00,PIT,Sun 1:00PM
Princeton Fant,TE,2500.00,DAL,Mon 8:15PM
Quintin Morris,TE,2500.00,BUF,Sun 4:25PM
Tucker Fisk,TE,2500.00,LAC,Sun 8:20PM
Colby Parkinson,TE,2800.00,LAR,Sun 4:25PM
Hunter Long,TE,2500.00,LAR,Sun 4:25PM
Tanner Taula,TE,2500.00,TB,Sun 1:00PM
Brady Russell,TE,2500.00,SEA,Sun 4:05PM
Peyton Hendershot,TE,2500.00,KC,Sun 8:20PM
Jake Ferguson,TE,3900.00,DAL,Mon 8:15PM
Cole Kmet,TE,3700.00,CHI,Sun 4:25PM
Travis Vokolek,TE,2500.00,ARI,Sun 4:05PM
Jake Tonges,TE,2500.00,SF,Sun 4:25PM
Chig Okonkwo,TE,3000.00,TEN,Sun 1:00PM
Josh Whyle,TE,2500.00,TEN,Sun 1:00PM
Devin Culp,TE,2500.00,TB,Sun 1:00PM
Zack Kuntz,TE,2500.00,NYJ,Sun 1:00PM
Trey McBride,TE,6100.00,ARI,Sun 4:05PM
Brevyn Spann-Ford,TE,2600.00,DAL,Mon 8:15PM
Thomas Odukoya,TE,2500.00,TEN,Sun 1:00PM
Blake Whiteheart,TE,2500.00,CLE,Sun 1:00PM
Shawn Bowman,TE,2500.00,JAC,Sun 1:00PM
Brenden Bates,TE,2500.00,NYJ,Sun 1:00PM
John Stephens Jr.,TE,2500.00,DAL,Mon 8:15PM
Tanner Hudson,TE,2800.00,CIN,Mon 8:15PM
Pat Freiermuth,TE,3800.00,PIT,Sun 1:00PM
Justin Shorter,TE,2500.00,LV,Sun 1:00PM
Daniel Bellinger,TE,2700.00,NYG,Sun 1:00PM
Jeremy Ruckert,TE,2500.00,NYJ,Sun 1:00PM
Jordan Murray,TE,2500.00,NYG,Sun 1:00PM
Kyle Pitts,TE,4100.00,ATL,Sun 1:00PM
Joel Wilson,TE,2500.00,CHI,Sun 4:25PM
Julian Hill,TE,2500.00,MIA,Sun 1:00PM
James Mitchell,TE,2500.00,DET,Thu 8:15PM
David Martin-Robinson,TE,2500.00,TEN,Sun 1:00PM
Messiah Swinson,TE,2500.00,GB,Thu 8:15PM
Brayden Willis,TE,2500.00,SF,Sun 4:25PM
Cameron Latu,TE,2500.00,CLE,Sun 1:00PM
McCallan Castles,TE,2500.00,LAC,Sun 8:20PM
Greg Dulcich,TE,2500.00,NYG,Sun 1:00PM
Ben Sims,TE,2500.00,GB,Thu 8:15PM
Luke Schoonmaker,TE,3600.00,DAL,Mon 8:15PM
Payne Durham,TE,2500.00,TB,Sun 1:00PM
Tommy Tremble,TE,3000.00,CAR,Sun 1:00PM
John FitzPatrick,TE,2500.00,GB,Thu 8:15PM
Dallin Holker,TE,2500.00,NO,Sun 1:00PM
Tanner McLachlan,TE,2500.00,CIN,Mon 8:15PM
Dalton Kincaid,TE,4900.00,BUF,Sun 4:25PM
Davis Allen,TE,2600.00,LAR,Sun 4:25PM
Elijah Higgins,TE,2500.00,ARI,Sun 4:05PM
Baylor Cupp,TE,2500.00,KC,Sun 8:20PM
Jared Wiley,TE,2500.00,KC,Sun 8:20PM
Erick All Jr.,TE,2500.00,CIN,Mon 8:15PM
Brenton Strange,TE,2500.00,JAC,Sun 1:00PM
Nikola Kalinic,TE,2500.00,LAR,Sun 4:25PM
Jody Fortson Jr.,TE,2500.00,KC,Sun 8:20PM
Sam LaPorta,TE,4200.00,DET,Thu 8:15PM
Treyton Welch,TE,2500.00,NO,Sun 1:00PM
Luke Musgrave,TE,2500.00,GB,Thu 8:15PM
Hayden Rucci,TE,2500.00,MIA,Sun 1:00PM
Tucker Kraft,TE,4000.00,GB,Thu 8:15PM
Theo Johnson,TE,2500.00,NYG,Sun 1:00PM
Darnell Washington,TE,2800.00,PIT,Sun 1:00PM
Tip Reiman,TE,2500.00,ARI,Sun 4:05PM
AJ Barner,TE,3100.00,SEA,Sun 4:05PM
Michael Mayer,TE,2700.00,LV,Sun 1:00PM
Cam Grandy,TE,2500.00,CIN,Mon 8:15PM
Zach Davidson,TE,2500.00,BUF,Sun 4:25PM
Bernhard Seikovits,TE,2500.00,ARI,Sun 4:05PM
Shane Zylstra,TE,2500.00,DET,Thu 8:15PM
Brock Bowers,TE,6500.00,LV,Sun 1:00PM
Ja'Tavion Sanders,TE,3300.00,CAR,Sun 1:00PM
Patrick Murtagh,TE,2500.00,JAC,Sun 1:00PM
Mason Pline,TE,2500.00,SF,Sun 4:25PM
Marcedes Lewis,TE,2500.00,CHI,Sun 4:25PM
Andrew DePaola,TE,2500.00,MIN,Sun 1:00PM
Patrick Scales,TE,2500.00,CHI,Sun 4:25PM
Travis Kelce,TE,5500.00,KC,Sun 8:20PM
James Winchester,TE,2500.00,KC,Sun 8:20PM
Taysom Hill,TE,4700.00,NO,Sun 1:00PM
MyCole Pruitt,TE,2500.00,PIT,Sun 1:00PM
Eric Tomlinson,TE,2500.00,LAC,Sun 8:20PM
Jordan Matthews,TE,2500.00,CAR,Sun 1:00PM
Chris Manhertz,TE,2600.00,NYG,Sun 1:00PM
C.J. Uzomah,TE,2500.00,PHI,Sun 1:00PM
Tyler Higbee,TE,3200.00,LAR,Sun 4:25PM
Nick Vannett,TE,2500.00,TEN,Sun 1:00PM
Zach Wood,TE,2500.00,NO,Sun 1:00PM
Pharaoh Brown,TE,2500.00,SEA,Sun 4:05PM
Eric Saubert,TE,2500.00,SF,Sun 4:25PM
Geoff Swaim,TE,2500.00,CLE,Sun 1:00PM
George Kittle,TE,5800.00,SF,Sun 4:25PM
Johnny Mundt,TE,2600.00,MIN,Sun 1:00PM
Jonnu Smith,TE,5300.00,MIA,Sun 1:00PM
Evan Engram,TE,4800.00,JAC,Sun 1:00PM
Durham Smythe,TE,2500.00,MIA,Sun 1:00PM
Ross Dwelley,TE,2500.00,ATL,Sun 1:00PM
Anthony Firkser,TE,2500.00,KC,Sun 8:20PM
Dallas Goedert,TE,4500.00,PHI,Sun 1:00PM
Matt Sokol,TE,2500.00,PIT,Sun 1:00PM
David Njoku,TE,5100.00,CLE,Sun 1:00PM
Mike Gesicki,TE,4000.00,CIN,Mon 8:15PM
Will Dissly,TE,3800.00,LAC,Sun 8:20PM
Drew Sample,TE,2600.00,CIN,Mon 8:15PM
Jordan Akins,TE,2900.00,CLE,Sun 1:00PM
Gerald Everett,TE,2500.00,CHI,Sun 4:25PM
Sammis Reyes,TE,2500.00,MIN,Sun 1:00PM
Tyler Conklin,TE,2900.00,NYJ,Sun 1:00PM
Foster Moreau,TE,3100.00,NO,Sun 1:00PM
Josiah Deguara,TE,2500.00,JAC,Sun 1:00PM
Tyler Davis,TE,2500.00,GB,Thu 8:15PM
Tyler Mabry,TE,2500.00,SEA,Sun 4:05PM
Stephen Carlson,TE,2500.00,CHI,Sun 4:25PM
Josh Oliver,TE,2700.00,MIN,Sun 1:00PM
Hayden Hurst,TE,2500.00,LAC,Sun 8:20PM
Michael Jacobson,TE,2500.00,NO,Sun 1:00PM
Dawson Knox,TE,3900.00,BUF,Sun 4:25PM
Juwan Johnson,TE,3400.00,NO,Sun 1:00PM
Feleipe Franks,TE,2500.00,CAR,Sun 1:00PM
N'Keal Harry,TE,2500.00,SEA,Sun 4:05PM
Stephen Sullivan,TE,2500.00,CAR,Sun 1:00PM
Ko Kieft,TE,2500.00,TB,Sun 1:00PM
Jack Stoll,TE,2500.00,MIA,Sun 1:00PM
Cole Fotheringham,TE,2500.00,LV,Sun 1:00PM
Harrison Bryant,TE,2500.00,LV,Sun 1:00PM
Charlie Woerner,TE,2500.00,ATL,Sun 1:00PM
Noah Fant,TE,3600.00,SEA,Sun 4:05PM
T.J. Hockenson,TE,4300.00,MIN,Sun 1:00PM
Ian Thomas,TE,2500.00,CAR,Sun 1:00PM
Kenny Yeboah,TE,2500.00,NYJ,Sun 1:00PM
Armani Rogers,TE,2500.00,ATL,Sun 1:00PM
Tanner Conner,TE,2500.00,MIA,Sun 1:00PM
Luke Farrell,TE,2500.00,JAC,Sun 1:00PM
Grant Calcaterra,TE,3500.00,PHI,Sun 1:00PM
Brock Wright,TE,3000.00,DET,Thu 8:15PM
Atlanta Falcons,DF,2500.00,ATL,Sun 1:00PM
Buffalo Bills,DF,3300.00,BUF,Sun 4:25PM
Chicago Bears,DF,2400.00,CHI,Sun 4:25PM
Cincinnati Bengals,DF,3000.00,CIN,Mon 8:15PM
Cleveland Browns,DF,2400.00,CLE,Sun 1:00PM
Dallas Cowboys,DF,2600.00,DAL,Mon 8:15PM
Detroit Lions,DF,3100.00,DET,Thu 8:15PM
Green Bay Packers,DF,2700.00,GB,Thu 8:15PM
Tennessee Titans,DF,2800.00,TEN,Sun 1:00PM
Kansas City Chiefs,DF,3200.00,KC,Sun 8:20PM
Las Vegas Raiders,DF,2300.00,LV,Sun 1:00PM
Los Angeles Rams,DF,2500.00,LAR,Sun 4:25PM
Miami Dolphins,DF,3200.00,MIA,Sun 1:00PM
Minnesota Vikings,DF,3400.00,MIN,Sun 1:00PM
New Orleans Saints,DF,2900.00,NO,Sun 1:00PM
New York Giants,DF,2600.00,NYG,Sun 1:00PM
New York Jets,DF,2700.00,NYJ,Sun 1:00PM
Philadelphia Eagles,DF,3700.00,PHI,Sun 1:00PM
Arizona Cardinals,DF,3000.00,ARI,Sun 4:05PM
Pittsburgh Steelers,DF,3500.00,PIT,Sun 1:00PM
Los Angeles Chargers,DF,2900.00,LAC,Sun 8:20PM
San Francisco 49ers,DF,3100.00,SF,Sun 4:25PM
Seattle Seahawks,DF,2800.00,SEA,Sun 4:05PM
Tampa Bay Buccaneers,DF,3600.00,TB,Sun 1:00PM
Carolina Panthers,DF,2200.00,CAR,Sun 1:00PM
Jacksonville Jaguars,DF,2600.00,JAC,Sun 1:00PM
